Book-Title,Title,ISBN,Vote-Count,Vote-Average,Score
0843944463,,0843944463,11,9.181818181818182,8.774202803444133
0618129030,,0618129030,15,9.066666666666666,8.769107476403263
0399151060,,0399151060,15,9.066666666666666,8.769107476403263
0836218833,,0836218833,19,9.0,8.765784437028783
0345458915,,0345458915,19,9.0,8.765784437028783
0440237688,,0440237688,27,8.925925925925926,8.76171103392458
1563892057,,1563892057,6,9.5,8.7613042051662
0743219333,,0743219333,6,9.5,8.7613042051662
044012929X,,044012929X,6,9.5,8.7613042051662
0517559501,,0517559501,6,9.5,8.7613042051662
0307336565,,0307336565,6,9.5,8.7613042051662
0440404908,,0440404908,6,9.5,8.7613042051662
0140434267,,0140434267,6,9.5,8.7613042051662
0446532444,,0446532444,6,9.5,8.7613042051662
0736909672,,0736909672,6,9.5,8.7613042051662
3442441080,,3442441080,6,9.5,8.7613042051662
014032724X,,014032724X,6,9.5,8.7613042051662
1561483176,,1561483176,6,9.5,8.7613042051662
2070524558,,2070524558,6,9.5,8.7613042051662
0312141440,,0312141440,6,9.5,8.7613042051662
0553213601,,0553213601,6,9.5,8.7613042051662
0425103285,,0425103285,6,9.5,8.7613042051662
038549422X,,038549422X,6,9.5,8.7613042051662
067084487X,,067084487X,6,9.5,8.7613042051662
0786915528,,0786915528,6,9.5,8.7613042051662
078691551X,,078691551X,6,9.5,8.7613042051662
0439064872,,0439064872,189,8.783068783068783,8.759653067625193
0451628047,,0451628047,10,9.2,8.758074432261571
0743407075,,0743407075,10,9.2,8.758074432261571
0452284694,,0452284694,10,9.2,8.758074432261571
,,0747550999,14,9.071428571428571,8.756280113981221
0330262130,,0330262130,34,8.882352941176471,8.75297479083321
,,0552137030,53,8.830188679245284,8.747597228976527
0140133488,,0140133488,13,9.076923076923077,8.741943650097763
0141301066,,0141301066,13,9.076923076923077,8.741943650097763
037542217X,,037542217X,13,9.076923076923077,8.741943650097763
0330284142,,0330284142,9,9.22222222222222,8.739464773204766
0385324138,,0385324138,9,9.22222222222222,8.739464773204766
0811802981,,0811802981,24,8.916666666666666,8.736180073273642
2895400644,,2895400644,5,9.6,8.734782450184666
0425189058,,0425189058,5,9.6,8.734782450184666
0345298748,,0345298748,5,9.6,8.734782450184666
,,1403377306,5,9.6,8.734782450184666
014050639X,,014050639X,5,9.6,8.734782450184666
1551669056,,1551669056,5,9.6,8.734782450184666
1570624097,,1570624097,5,9.6,8.734782450184666
,,1857933362,5,9.6,8.734782450184666
0761128182,,0761128182,5,9.6,8.734782450184666
0060609176,,0060609176,5,9.6,8.734782450184666
,,9724118487,5,9.6,8.734782450184666
0316108677,,0316108677,5,9.6,8.734782450184666
0747264880,,0747264880,5,9.6,8.734782450184666
0684818701,,0684818701,5,9.6,8.734782450184666
1568650108,,1568650108,5,9.6,8.734782450184666
0060964057,,0060964057,5,9.6,8.734782450184666
059098182X,,059098182X,5,9.6,8.734782450184666
0064430170,,0064430170,5,9.6,8.734782450184666
0140434674,,0140434674,5,9.6,8.734782450184666
1558530711,,1558530711,5,9.6,8.734782450184666
0843951532,,0843951532,5,9.6,8.734782450184666
0679601686,,0679601686,5,9.6,8.734782450184666
0618249060,,0618249060,5,9.6,8.734782450184666
0929239571,,0929239571,5,9.6,8.734782450184666
0440430909,,0440430909,5,9.6,8.734782450184666
0373871589,,0373871589,5,9.6,8.734782450184666
0898861098,,0898861098,5,9.6,8.734782450184666
0140320970,,0140320970,5,9.6,8.734782450184666
1410729435,,1410729435,5,9.6,8.734782450184666
1573220426,,1573220426,5,9.6,8.734782450184666
0395259398,,0395259398,5,9.6,8.734782450184666
0020264763,,0020264763,5,9.6,8.734782450184666
0316150363,,0316150363,5,9.6,8.734782450184666
0515101486,,0515101486,5,9.6,8.734782450184666
0060927488,,0060927488,5,9.6,8.734782450184666
1558538445,,1558538445,5,9.6,8.734782450184666
0152802177,,0152802177,5,9.6,8.734782450184666
1853261580,,1853261580,20,8.95,8.733876752152582
0553148001,,0553148001,20,8.95,8.733876752152582
0836218051,,0836218051,20,8.95,8.733876752152582
0836217012,,0836217012,16,9.0,8.7306521025831
0451524934,,0451524934,101,8.772277227722773,8.729648019539638
0553802526,,0553802526,12,9.083333333333334,8.725815128228875
0394551907,,0394551907,12,9.083333333333334,8.725815128228875
0152050167,,0152050167,12,9.083333333333334,8.725815128228875
0553205587,,0553205587,12,9.083333333333334,8.725815128228875
0671517643,,0671517643,12,9.083333333333334,8.725815128228875
0394800133,,0394800133,19,8.947368421052632,8.722306176159217
0757300065,,0757300065,8,9.25,8.717753504305165
1841721522,,1841721522,8,9.25,8.717753504305165
1591820073,,1591820073,8,9.25,8.717753504305165
0394178009,,0394178009,8,9.25,8.717753504305165
,,8804507454,8,9.25,8.717753504305165
0064405028,,0064405028,8,9.25,8.717753504305165
1563895730,,1563895730,8,9.25,8.717753504305165
0553574353,,0553574353,8,9.25,8.717753504305165
2205054252,,2205054252,8,9.25,8.717753504305165
0140287248,,0140287248,8,9.25,8.717753504305165
0380813815,,0380813815,61,8.78688524590164,8.717123723871724
0064404994,,0064404994,15,9.0,8.716475897455895
,,0330258648,15,9.0,8.716475897455895
0441008615,,0441008615,15,9.0,8.716475897455895
0345339681,,0345339681,161,8.73913043478261,8.712806315464618
038548951X,,038548951X,35,8.82857142857143,8.708026719273386
0385311400,,0385311400,11,9.090909090909092,8.707536136777467
0316107417,,0316107417,11,9.090909090909092,8.707536136777467
0394900014,,0394900014,11,9.090909090909092,8.707536136777467
0312169787,,0312169787,11,9.090909090909092,8.707536136777467
0895297272,,0895297272,11,9.090909090909092,8.707536136777467
0809239965,,0809239965,4,9.75,8.701630256457749
0395437482,,0395437482,4,9.75,8.701630256457749
0061053554,,0061053554,4,9.75,8.701630256457749
2253003654,,2253003654,4,9.75,8.701630256457749
0809232669,,0809232669,4,9.75,8.701630256457749
3257062621,,3257062621,4,9.75,8.701630256457749
0060011572,,0060011572,4,9.75,8.701630256457749
1561707244,,1561707244,4,9.75,8.701630256457749
0374514313,,0374514313,4,9.75,8.701630256457749
1892051060,,1892051060,4,9.75,8.701630256457749
1578591201,,1578591201,4,9.75,8.701630256457749
0448095254,,0448095254,4,9.75,8.701630256457749
1400061598,,1400061598,4,9.75,8.701630256457749
0836217810,,0836217810,4,9.75,8.701630256457749
067172083X,,067172083X,4,9.75,8.701630256457749
0451521242,,0451521242,4,9.75,8.701630256457749
0321130073,,0321130073,4,9.75,8.701630256457749
0373765096,,0373765096,4,9.75,8.701630256457749
0451519167,,0451519167,4,9.75,8.701630256457749
0563387920,,0563387920,4,9.75,8.701630256457749
0843951583,,0843951583,4,9.75,8.701630256457749
0970777620,,0970777620,4,9.75,8.701630256457749
0670479586,,0670479586,4,9.75,8.701630256457749
0553244582,,0553244582,4,9.75,8.701630256457749
2253001279,,2253001279,4,9.75,8.701630256457749
0836221834,,0836221834,4,9.75,8.701630256457749
0517884267,,0517884267,4,9.75,8.701630256457749
140003468X,,140003468X,4,9.75,8.701630256457749
3608935436,,3608935436,4,9.75,8.701630256457749
0060578955,,0060578955,4,9.75,8.701630256457749
0965881199,,0965881199,4,9.75,8.701630256457749
0767903315,,0767903315,4,9.75,8.701630256457749
,,0971855110,4,9.75,8.701630256457749
3596152771,,3596152771,4,9.75,8.701630256457749
1566193028,,1566193028,4,9.75,8.701630256457749
1576734641,,1576734641,4,9.75,8.701630256457749
0679726470,,0679726470,4,9.75,8.701630256457749
0811826848,,0811826848,4,9.75,8.701630256457749
0440447674,,0440447674,4,9.75,8.701630256457749
0061074292,,0061074292,4,9.75,8.701630256457749
0395272211,,0395272211,4,9.75,8.701630256457749
0451410912,,0451410912,4,9.75,8.701630256457749
0553561189,,0553561189,4,9.75,8.701630256457749
039592720x,,039592720x,4,9.75,8.701630256457749
,,0140620958,4,9.75,8.701630256457749
0060264454,,0060264454,4,9.75,8.701630256457749
0618153993,,0618153993,4,9.75,8.701630256457749
,,0091882737,4,9.75,8.701630256457749
0812534085,,0812534085,4,9.75,8.701630256457749
0966067630,,0966067630,4,9.75,8.701630256457749
0786818638,,0786818638,4,9.75,8.701630256457749
0140048898,,0140048898,4,9.75,8.701630256457749
1565117794,,1565117794,4,9.75,8.701630256457749
,,0670869759,4,9.75,8.701630256457749
0440512158,,0440512158,4,9.75,8.701630256457749
0740721356,,0740721356,4,9.75,8.701630256457749
,,8807815745,4,9.75,8.701630256457749
0553103741,,0553103741,4,9.75,8.701630256457749
0740738402,,0740738402,4,9.75,8.701630256457749
2070408507,,2070408507,14,9.0,8.700724558425666
,,0552148997,17,8.941176470588236,8.695859145317238
0836218256,,0836218256,17,8.941176470588236,8.695859145317238
0440217563,,0440217563,43,8.790697674418604,8.693894511737488
0836218353,,0836218353,20,8.9,8.692210085485916
0786927089,,0786927089,7,9.285714285714286,8.692094731969272
2253007102,,2253007102,7,9.285714285714286,8.692094731969272
1853262390,,1853262390,7,9.285714285714286,8.692094731969272
0345296087,,0345296087,7,9.285714285714286,8.692094731969272
038070918X,,038070918X,7,9.285714285714286,8.692094731969272
0836228804,,0836228804,7,9.285714285714286,8.692094731969272
0505525542,,0505525542,7,9.285714285714286,8.692094731969272
0385247745,,0385247745,7,9.285714285714286,8.692094731969272
843760494X,,843760494X,7,9.285714285714286,8.692094731969272
0380761483,,0380761483,7,9.285714285714286,8.692094731969272
0316286869,,0316286869,7,9.285714285714286,8.692094731969272
0060801263,,0060801263,7,9.285714285714286,8.692094731969272
0886778697,,0886778697,7,9.285714285714286,8.692094731969272
1555837336,,1555837336,7,9.285714285714286,8.692094731969272
0380010038,,0380010038,7,9.285714285714286,8.692094731969272
0786915501,,0786915501,7,9.285714285714286,8.692094731969272
8445071777,,8445071777,7,9.285714285714286,8.692094731969272
0931674085,,0931674085,7,9.285714285714286,8.692094731969272
1853260045,,1853260045,10,9.1,8.686645860833
,,0575063483,10,9.1,8.686645860833
0446533041,,0446533041,10,9.1,8.686645860833
0898159954,,0898159954,10,9.1,8.686645860833
1555611435,,1555611435,10,9.1,8.686645860833
0060930934,,0060930934,10,9.1,8.686645860833
0805063196,,0805063196,10,9.1,8.686645860833
0684859300,,0684859300,10,9.1,8.686645860833
0064408663,,0064408663,13,9.0,8.683120120685999
0763616052,,0763616052,13,9.0,8.683120120685999
0451160959,,0451160959,13,9.0,8.683120120685999
3423071516,,3423071516,13,9.0,8.683120120685999
0451457994,,0451457994,13,9.0,8.683120120685999
039480029X,,039480029X,19,8.894736842105264,8.678827915289652
0440901588,,0440901588,22,8.863636363636363,8.677424694294693
0140386335,,0140386335,22,8.863636363636363,8.677424694294693
0140430725,,0140430725,33,8.787878787878787,8.66521735274762
0440220424,,0440220424,30,8.8,8.665089472107706
0553213172,,0553213172,24,8.833333333333334,8.664751501845071
0451519841,,0451519841,18,8.88888888888889,8.664229184166455
067974388X,,067974388X,15,8.933333333333334,8.663844318508527
0812515285,,0812515285,15,8.933333333333334,8.663844318508527
0515134481,,0515134481,15,8.933333333333334,8.663844318508527
0836213122,,0836213122,15,8.933333333333334,8.663844318508527
0345424603,,0345424603,12,9.0,8.663315128228875
0553280511,,0553280511,12,9.0,8.663315128228875
0440226198,,0440226198,12,9.0,8.663315128228875
038039586X,,038039586X,12,9.0,8.663315128228875
0671776096,,0671776096,12,9.0,8.663315128228875
0380774933,,0380774933,12,9.0,8.663315128228875
0451525884,,0451525884,9,9.11111111111111,8.662541696281693
060961097X,,060961097X,9,9.11111111111111,8.662541696281693
1559360615,,1559360615,9,9.11111111111111,8.662541696281693
0380679914,,0380679914,9,9.11111111111111,8.662541696281693
0684847817,,0684847817,9,9.11111111111111,8.662541696281693
,,8807170698,9,9.11111111111111,8.662541696281693
0380432811,,0380432811,9,9.11111111111111,8.662541696281693
0671876465,,0671876465,6,9.333333333333334,8.6613042051662
0671641778,,0671641778,6,9.333333333333334,8.6613042051662
156341029X,,156341029X,6,9.333333333333334,8.6613042051662
0679419616,,0679419616,6,9.333333333333334,8.6613042051662
0345368924,,0345368924,6,9.333333333333334,8.6613042051662
8420636282,,8420636282,6,9.333333333333334,8.6613042051662
0140346406,,0140346406,6,9.333333333333334,8.6613042051662
0307001164,,0307001164,6,9.333333333333334,8.6613042051662
0441006841,,0441006841,6,9.333333333333334,8.6613042051662
0671456547,,0671456547,6,9.333333333333334,8.6613042051662
0849916739,,0849916739,6,9.333333333333334,8.6613042051662
0440218039,,0440218039,6,9.333333333333334,8.6613042051662
0446612766,,0446612766,6,9.333333333333334,8.6613042051662
0886774543,,0886774543,6,9.333333333333334,8.6613042051662
0553204564,,0553204564,6,9.333333333333334,8.6613042051662
0931580587,,0931580587,6,9.333333333333334,8.6613042051662
0192816209,,0192816209,6,9.333333333333334,8.6613042051662
0060937319,,0060937319,6,9.333333333333334,8.6613042051662
0156001454,,0156001454,6,9.333333333333334,8.6613042051662
0451166361,,0451166361,6,9.333333333333334,8.6613042051662
0345440056,,0345440056,6,9.333333333333334,8.6613042051662
0743410068,,0743410068,6,9.333333333333334,8.6613042051662
