ISBN,Book-Title,Vote-Count,Vote-Average,Score
0684800993,'OUR NOISE',4,6.5,7.076630256457749
1556618662,"'The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)'",10,8.0,7.9009315751187135
0891073906,'This Present Darkness',22,8.318181818181818,8.21588623275623
0373218125,'Mysterious',7,5.857142857142857,6.51027655015109
0380728133,'Bloodsucking Fiends: A Love Story',31,7.838709677419355,7.817515487190343
0060932147,'The Book of Laughter and Forgetting',4,5.75,6.701630256457749
0375724389,'The Tie That Binds',7,7.857142857142857,7.783003822878364
0375422412,'Three Junes',11,7.090909090909091,7.240869470110799
0449003981,'A Patchwork Planet (Ballantine Reader's Circle)',27,7.962962962962963,7.9230013565052255
037570924X,'An Equal Music',15,7.933333333333334,7.874370634298
0345435168,'Open House (Oprah's Book Club (Paperback))',63,7.222222222222222,7.247955851517344
0786886323,'Carter Beats the Devil',13,8.538461538461538,8.33017894421541
0747541604,'The Gashlycrumb Tinies',7,8.428571428571429,8.146640186514727
0380730847,'The Forgotten (Peter Decker & Rina Lazarus Novels (Paperback))',39,7.461538461538462,7.479373070968883
0345441265,'The Ladies Auxiliary (Ballantine Reader's Circle)',26,7.6923076923076925,7.687101401722067
0380819635,'Lost in Your Arms (Avon Romance)',9,7.222222222222222,7.354849388589384
0440221595,'The Glass Lake',56,7.964285714285714,7.943550700861033
0316782475,'The Dangerous Husband : A Novel',4,6.75,7.201630256457749
0525947299,'No Second  Chance',33,8.454545454545455,8.367920055450325
0140115773,'What Am I Doing Here',5,7.0,7.290338005740222
0804119430,'Horse Heaven',5,6.2,6.845893561295777
0671038443,'The Devil's Teardrop',35,7.628571428571429,7.6311036423503085
0786884649,'Confessions of a Cineplex Heckler : Celluloid Tirades and Escapades',5,6.2,6.845893561295777
0380767643,'A Woman Without Lies',6,8.666666666666666,8.2613042051662
0440222656,'The Horse Whisperer',140,7.45,7.455646125358764
0380767635,'Where the Heart Is',6,8.5,8.1613042051662
0441000150,'Quantum Leap: The Wall (Quantum Leap)',4,8.25,7.951630256457749
0671878662,'Fiddler Fair',8,8.0,7.884420170971833
0070064547,'Motherhood: The Second Oldest Profession',7,8.285714285714286,8.055731095605637
044022392X,'The Keys to the Street: A Novel of Suspense',9,8.555555555555555,8.277926311666306
0553213806,'Dubliners',7,8.142857142857142,7.964822004696545
0451410025,'I Am the Only Running Footman',6,5.0,6.0613042051662
0804118558,'A Breach of Promise (William Monk Novels (Paperback))',8,8.125,7.967753504305166
0385722109,'Hotel World',10,5.3,5.972360146547285
0679433015,'Servant of the Bones',19,7.315789473684211,7.374480089202695
0394587863,'The Witching Hour (Lives of the Mayfair Witches)',15,8.466666666666667,8.295423265876947
0440136482,"'Holy Blood, Holy Grail'",15,6.933333333333334,7.084896950087473
0767901576,'Awakening the Buddha Within : Tibetan Wisdom for the Western World',9,7.777777777777778,7.7394647732047686
0316899984,"'River, Cross My Heart'",65,6.8307692307692305,6.878449884806695
8420634115,'El seÃ±or de las moscas',4,7.0,7.326630256457749
0843947888,'Among the Missing',10,7.7,7.686645860833
014029628X,'Girl in Hyacinth Blue',80,7.8625,7.852536214900737
0590425919,'White Fang',12,8.083333333333334,7.9758151282288745
0441478123,'The Left Hand of Darkness (Remembering Tomorrow)',19,8.157894736842104,8.070132263115738
006019393X,'If the Gods Had Meant Us to Vote They Would Have Given Us Candidates',6,9.0,8.461304205166199
0553563734,'The King's Buccaneer',6,7.666666666666667,7.6613042051662
0515129224,'Soft Focus',11,7.363636363636363,7.440869470110799
0380016974,'Captive Bride',7,7.857142857142857,7.783003822878364
0886778166,"'Prince of Dogs (Crown of Stars, Vol 2)'",5,8.0,7.845893561295777
0441009077,'Never After',7,7.428571428571429,7.51027655015109
0375509089,'Loose Lips',4,7.0,7.326630256457749
0449005844,'The Wild Child',11,8.090909090909092,7.9742028034441335
044922046X,'Catering to Nobody',30,7.533333333333333,7.547442413284176
0671877836,"'Honor Among Enemies (Honor Harrington Series, Book 6)'",4,9.25,8.451630256457749
0425181685,'Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover))',21,7.523809523809524,7.544521682066479
0515130923,'Dawn in Eclipse Bay',16,7.875,7.830652102583101
0380802325,'Suddenly You',14,7.214285714285714,7.311835669536778
0553572040,'Killer Pancake',24,7.583333333333333,7.593322930416499
0671721631,'On Basilisk Station (Honor Harrington 1) (On Basilisk Station)',6,7.5,7.5613042051662
0345435273,'A Caress of Twilight (Meredith Gentry Novels (Hardcover))',19,8.157894736842104,8.070132263115738
0380814803,'The Pursuit (Avon Historical Romance)',18,6.666666666666667,6.846047365984637
0671035460,'Pale Horse Coming',8,7.75,7.717753504305166
0778320286,'Changing Habits (Mira)',9,6.777777777777778,7.047157080897077
0451212169,'Bright Eyes (Coulter Family Series)',8,7.25,7.384420170971833
0671871005,'The WEDDING',18,8.333333333333334,8.209683729621
0316095133,'Evening Class',5,8.8,8.290338005740221
0064472272,"'Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson'",57,7.947368421052632,7.928082656584624
0486285537,'100 Best-Loved Poems (Dover Thrift Editions)',7,8.571428571428571,8.237549277423817
0451628047,'Inferno (Mentor)',10,9.2,8.758074432261571
0670878073,'Wobegon Boy',10,7.1,7.258074432261571
0440114330,'Close encounters of the third kind',8,7.0,7.217753504305166
0061059323,'The X-Files: Fight the Future',5,6.6,7.0681157835179995
0764228072,'The Betrayal',7,8.714285714285714,8.328458368332909
0515128600,'The Edge',14,6.857142857142857,7.034057891759
0553583980,'True Blue',25,7.44,7.469415243160759
0515121843,'Sea Swept (Quinn Brothers (Paperback))',39,7.897435897435898,7.874721908178186
0553560220,'Illusion',8,8.375,8.134420170971833
8483102307,'El Trompetista Del Utopia (Andanzas)',4,7.5,7.576630256457749
0486292568,'Wuthering Heights (Dover Thrift Editions)',7,7.285714285714286,7.4193674592419985
0312952716,'A Simple Plan',28,8.0,7.956657564114438
0451527712,"'Frankenstein: Or, the Modern Prometheus (Signet Classics (Paperback))'",4,7.0,7.326630256457749
0486270734,'Favorite Poems (Dover Thrift Editions)',5,8.2,7.957004672406888
0060965819,'Simpson's Christmas Book',5,8.2,7.957004672406888
0385044011,'Poems That Touch the Heart',5,7.2,7.4014491168513326
0671039415,'Fearless #1',10,6.7,6.972360146547285
0312130279,'The Bird Artist',14,7.857142857142857,7.8118356695367765
0375501517,'The Island of Lost Maps: A True Story of Cartographic Crime',6,7.666666666666667,7.6613042051662
051511331X,'November of the Heart',13,8.0,7.9184142383330585
0399147195,'P Is for Peril (Kinsey Millhone Mysteries (Hardcover))',49,7.714285714285714,7.709680038710604
0312265840,'Seven Up (A Stephanie Plum Novel)',42,8.023809523809524,7.991587870688304
0743206029,'On the Street Where You Live : A Novel',44,7.363636363636363,7.387771709409624
0515136263,'Chesapeake Blue',19,7.7894736842105265,7.765784437028783
0425157784,'Mourn Not Your Dead',5,8.0,7.845893561295777
0553579312,'Dreaming of the Bones',9,7.222222222222222,7.354849388589384
0380725827,'Firestorm (Anna Pigeon Mysteries (Paperback))',21,7.761904761904762,7.7445216820664795
0380728265,'Blind Descent: : An Anna Pigeon Mystery (Anna Pigeon Mysteries (Paperback))',13,7.384615384615385,7.447826003038941
0684835959,'YOU BELONG TO ME',26,7.884615384615385,7.853768068388733
0786884592,"'Life Strategies: Doing What Works, Doing What Matters'",26,7.153846153846154,7.220434735055401
0316780375,'The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion',62,7.241935483870968,7.266864273510031
067151699X,'The HIDDEN LIFE OF DOGS',11,8.0,7.907536136777466
0452279607,"'The Gunslinger (The Dark Tower, Book 1)'",8,9.0,8.5510868376385
0670272663,'Different Seasons',14,8.142857142857142,8.034057891759
0670451932,'Cujo',8,8.625,8.3010868376385
0849911788,'The Oath: A Novel',7,7.857142857142857,7.783003822878364
0743436210,'Hearts in Atlantis',70,7.514285714285714,7.521797865562999
0440236738,'Gone for Good',34,7.882352941176471,7.858237948727948
0449902803,'Unlimited Power',4,7.25,7.451630256457749
0399138250,'Without Remorse',15,8.2,8.084896950087472
0804105820,'It Was on Fire When I Lay Down on It',45,8.066666666666666,8.032919225544122
0671864416,'FIRST THINGS FIRST',8,6.75,7.0510868376385
0440224721,'Obstruction of Justice',18,7.444444444444445,7.4824110023482735
0446604844,'Total Control',45,7.222222222222222,7.25740902146249
0061044490,'Deep Lie',6,6.833333333333333,7.1613042051662
0451204514,'Suspicion of Vengeance',4,7.5,7.576630256457749
0440220696,'Invasion of Privacy',12,7.416666666666667,7.4758151282288745
0380564998,'Jacob Have I Loved',8,8.125,7.967753504305166
0880382651,"'Time of the Twins Legends 1 (Dragonlance Legends Trilogy, Vol 1)'",9,7.333333333333333,7.431772465512461
1551665557,'Family Way',4,7.75,7.701630256457749
0380817691,'Stalker: A Peter Decker and Rina Lazarus Novel',34,7.617647058823529,7.621395843464789
0553582526,'Dust to Dust',50,7.32,7.344685963919666
0684859734,'Grave Secrets (Temperance Brennan Novel (Hardcover))',18,8.444444444444445,8.300592820530092
0345426037,'The Broken Hearts Club (Conrad Voort Novels (Paperback))',14,8.0,7.922946780647889
0345401964,'Exit to Eden',5,7.8,7.734782450184666
0312983387,'Killing the Shadows (St. Martin's Minotaur Mysteries)',9,7.666666666666667,7.662541696281692
0451173139,'Night over Water',29,7.241379310344827,7.291304304595818
0671038567,'Body of Evidence',24,7.875,7.8433229304165
0451152190,'Over the Edge',10,7.5,7.543788717975858
0141000198,'Bridget Jones's Diary',78,7.5256410256410255,7.5318663664836825
067976268X,'Anything Considered',5,6.6,7.0681157835179995
0425188213,'Shades of Earl Grey (A Tea Shop Mystery)',5,8.2,7.957004672406888
0451184785,'The Takeover',6,5.833333333333333,6.561304205166199
055309999X,'The Main Corpse',11,7.2727272727272725,7.374202803444133
0380804743,'Miss Zukas Shelves the Evidence (Miss Zukas Mysteries)',4,7.0,7.326630256457749
006000469X,"'Engaged to Die : A Death on Demand Mystery (Hart, Carolyn G)'",8,7.25,7.384420170971833
0553578316,'Sticks & Scones',40,7.2,7.241205501174136
0743225325,'Good Harbor: A Novel',27,7.407407407407407,7.4391303887632905
0446365386,'Gone with the Wind',42,8.976190476190476,8.861153088079607
0804111634,'Agatha Raisin and the Quiche of Death (Agatha Raisin Mysteries (Paperback))',4,7.75,7.701630256457749
055321330X,'The Awakening',26,7.461538461538462,7.487101401722066
0446519804,'The Alibi',15,7.6,7.611212739561157
0446527017,'Standoff',24,6.166666666666667,6.379037216130786
0399148450,'Widow's Walk (Spenser Mysteries (Hardcover))',16,7.5,7.5306521025831
0451201515,'Life on the Other Side: A Psychic's Tour of the Afterlife',7,8.0,7.8739129137874535
0671727796,'The Color Purple',69,8.492753623188406,8.446754000707699
0446523372,'Thunderhead',4,7.25,7.451630256457749
0743456378,'The Killing Kind',11,8.363636363636363,8.174202803444132
0812504798,'The Red Badge of Courage',4,8.25,7.951630256457749
0440229464,'Crooked',5,7.8,7.734782450184666
0061020702,'The Light Fantastic (Discworld Novels (Paperback))',20,8.1,8.02554341881925
0451161351,'Cujo',34,7.4411764705882355,7.463501106622684
0061057649,'Feet of Clay (Discworld Novels (Paperback))',20,8.3,8.192210085485918
0425100650,'Twilight Eyes',17,7.411764705882353,7.457763907222
0440509238,'Spin Cycle',9,7.555555555555555,7.585618619358615
0373218036,"'Truly, Madly Manhattan'",42,7.261904761904762,7.295935696775261
2070725804,'Comme un roman',6,8.5,8.1613042051662
0349113858,'Kings of Albion',6,5.833333333333333,6.561304205166199
0671047329,'The Third Option',17,8.294117647058824,8.172049621507714
0451451155,'Tigana',10,7.9,7.829503003690142
0061056219,'The Lions of Al-Rassan',6,8.166666666666666,7.961304205166199
0451453328,'A Song for Arbonne',9,8.0,7.893310927050923
0451451384,"'The Summer Tree (The Fionavar Tapestry, Book 1)'",8,8.0,7.884420170971833
034542705X,'The Man Who Listens to Horses',11,8.272727272727273,8.107536136777465
0380762595,'Until Forever',14,7.928571428571429,7.867391225092334
0380774933,'Keeper of the Heart',12,9.0,8.663315128228875
0440202507,'Wild Mountain Thyme',10,6.8,7.043788717975856
0515131741,'Lost and Found',12,7.25,7.3508151282288745
0515136182,'Light in Shadow',7,8.0,7.8739129137874535
0515136948,'After Glow',5,8.2,7.957004672406888
0743477081,'Forever and Always',15,7.333333333333333,7.400686423771684
0345388593,'Angel',5,5.4,6.401449116851333
044020254X,'The Empty House',6,8.333333333333334,8.0613042051662
0380812037,'On a Wild Night (Cynster Novels)',9,7.444444444444445,7.508695542435539
0553581872,'The Widow's Kiss',8,7.875,7.8010868376385
0380818647,'The Devil's Bargain',5,6.0,6.734782450184666
0553583395,'Don't Look Back',9,7.222222222222222,7.354849388589384
055358619X,'The Bride Hunt',8,7.75,7.717753504305166
0515125628,'The Target',21,8.0,7.94452168206648
0553565249,'The Unlikely Angel',4,6.0,6.826630256457749
055357695X,'Out of the Shadows (Shadows Trilogy (Paperback))',22,7.590909090909091,7.600501617371616
0671523074,'Eye of the Beholder',6,6.833333333333333,7.1613042051662
0553572326,'Survival of the Fittest: An Alex Delaware Novel',31,7.838709677419355,7.817515487190343
0425172546,'Southern Cross',52,6.8076923076923075,6.868090036636821
074347628X,'The Twilight Before Christmas',9,8.444444444444445,8.20100323474323
0553586181,'The Bachelor List',9,8.11111111111111,7.970234003973999
0061094609,'Illusions : A Novel',4,7.5,7.576630256457749
055357809X,'Digger',5,7.6,7.623671339073555
0380711524,'See Jane Run',16,7.625,7.630652102583101
0140113428,'The Cat Who Came for Christmas',15,7.6,7.611212739561157
0061092533,'Stitches in Time',12,6.916666666666667,7.1008151282288745
0590466194,"'Welcome to Camp Nightmare (Goosebumps, No 9)'",10,7.5,7.543788717975858
0553278398,'Prelude to Foundation (Foundation Novels (Paperback))',14,8.357142857142858,8.200724558425668
0345308980,'Foundation's Edge (Foundation Novels (Paperback))',10,8.1,7.972360146547285
0743235150,'Everything's Eventual : 14 Dark Tales',45,7.911111111111111,7.890062082686979
848300268X,'Dones (ColÂ¨lecciÃ³ clÃ ssica)',5,6.2,6.845893561295777
0451628039,'Mythology',11,8.636363636363637,8.374202803444133
0140177396,'Of Mice and Men (Penguin Great Books of the 20th Century)',51,8.294117647058824,8.247509855484765
0760700435,'Sense and sensibility',7,7.857142857142857,7.783003822878364
0140373373,'Pride and Prejudice (Puffin Classics)',8,8.625,8.3010868376385
0486408787,'Through the Looking-Glass: And What Alice Found There (Dover Thrift Editions)',4,7.75,7.701630256457749
0451186923,'The Deep End of the Ocean',22,7.954545454545454,7.908193925063922
0451184114,'Dolores Claiborne',9,6.111111111111111,6.585618619358614
0446356573,'A Stranger in the Mirror',7,7.714285714285714,7.692094731969272
155166545X,'House On Olive Street',6,7.333333333333333,7.461304205166199
0553280341,'B Is for Burglar (Kinsey Millhone Mysteries (Paperback))',83,7.843373493975903,7.8346326672604825
0553280368,'C Is for Corpse (Kinsey Millhone Mysteries (Paperback))',54,8.296296296296296,8.251949000890724
067942573X,'Taltos: Lives of the Mayfair Witches',19,7.947368421052632,7.896219219637478
0812570944,'What Dreams May Come : A Novel',41,8.170731707317072,8.124734267814711
078688939X,'Dirty Jokes and Beer : Stories of the Unrefined',15,6.6,6.821739055350631
0451176464,'Gerald's Game',68,7.367647058823529,7.3835144729397495
0671894455,'FORREST GUMP (Movie Tie in)',50,7.42,7.437278556512259
0451186362,'Rose Madder',47,7.617021276595745,7.619863569640431
0446607657,'When the Wind Blows',98,7.510204081632653,7.515814137761392
0446611662,'Bird's-Eye View',7,7.714285714285714,7.692094731969272
081120457X,'Captain's Verses (New Directions Paperbook)',7,8.285714285714286,8.055731095605637
0312901437,'James Herriots Dog Stories',11,8.090909090909092,7.9742028034441335
0553212923,'Hamlet (Bantam Classics)',11,8.363636363636363,8.174202803444132
0345354613,'Eaters of the Dead',44,7.681818181818182,7.679438376076291
0967231434,'Small leather journal with strap-myra series',14,8.285714285714286,8.145169002870112
0380713802,'Neither Here nor There: Travels in Europe',17,8.176470588235293,8.07681152626962
0140430725,"'Pride and Prejudice (The Penguin English Library, El 72)'",33,8.787878787878787,8.66521735274762
0451450957,'Blue Moon Rising (Hawk & Fisher)',6,8.833333333333334,8.3613042051662
0441569595,'Neuromancer (Remembering Tomorrow)',77,7.6103896103896105,7.6125066919958275
0843948302,'Voice of the Blood',9,6.333333333333333,6.7394647732047686
0375505148,'Girls' Poker Night',9,7.444444444444445,7.508695542435539
0425147363,'Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback))',28,6.892857142857143,6.987907564114438
0671731424,'Wolf's Hour',7,8.0,7.8739129137874535
034068948X,'Does My Bum Look Big in This?',13,6.769230769230769,6.977237767744823
0385333919,'Be Cool',8,7.625,7.634420170971833
0449001245,'Naked Came the Manatee',11,7.7272727272727275,7.707536136777466
0061099570,'The Crown of Columbus',9,7.111111111111111,7.277926311666307
0380820293,'Last Chance Saloon',36,7.805555555555555,7.79032605129155
8817106100,'Oceano Mare',18,8.555555555555555,8.391501911439182
0679889175,'First Test (Protector of the Small)',8,8.125,7.967753504305166
0679801111,'In the Hand of the Goddess (Song of the Lioness (Paperback))',7,9.0,8.51027655015109
0871236575,"'When Hope Springs New (Canadian West, Book 4)'",5,8.2,7.957004672406888
1410729435,'Lucy's Treasure',5,9.6,8.734782450184666
0743434021,'Beautiful Bodies : A Novel',4,7.5,7.576630256457749
0812550765,'Irish Gold (Nuala Anne McGrail Novels)',4,7.25,7.451630256457749
0373250134,'Slightly Single (Red Dress Ink (Paperback))',22,6.590909090909091,6.754347771217769
0446363162,'Back Bay',4,7.5,7.576630256457749
0373153279,'Home to You (Harlequin American Romance)',4,6.5,7.076630256457749
0373153260,'The Wedding is White (Silhouette Desire)',7,8.142857142857142,7.964822004696545
068480154X,'TENDER IS THE NIGHT',7,8.142857142857142,7.964822004696545
0140430059,'Persuasion: With a Memoir of Jane Austen',7,8.428571428571429,8.146640186514727
0553569619,'When the Bough Breaks (Alex Delaware Novels (Paperback))',11,6.454545454545454,6.774202803444132
0446613843,'The Jester',27,7.703703703703703,7.697194904892322
0679436448,'CORELLI'S MANDOLIN : A Novel',12,7.25,7.3508151282288745
0553580930,'A Man in Full',31,7.225806451612903,7.274658344333199
1558216847,'The Long Walk: The True Story of a Trek to Freedom',4,7.75,7.701630256457749
0590313185,'Bunnicula: A Rabbit-Tale of Mystery',5,7.6,7.623671339073555
0590462253,'The Littles (Littles)',4,8.0,7.826630256457749
0671024094,'The Coffin Dancer (Lincoln Rhyme Novels (Paperback))',30,7.833333333333333,7.812148295637117
0060975849,'Two Old Women',14,7.857142857142857,7.8118356695367765
059043411X,'Vampires Don't Wear Polka Dots (Adventures of the Bailey School Kids (Paperback))',6,7.333333333333333,7.461304205166199
0393308189,'Ever Since Darwin: Reflections in Natural History',4,8.0,7.826630256457749
0345301110,'Story of O',32,7.5625,7.572584501435054
068485287X,'Creek Walk and Other Stories',4,5.25,6.451630256457749
014045022X,'Pygmalion : A Romance in Five Acts',10,7.9,7.829503003690142
0312980140,'Seven Up (A Stephanie Plum Novel)',92,8.08695652173913,8.068885854704813
0141301155,'Charlie and the Chocolate Factory (Puffin Novels)',23,8.695652173913043,8.541223779691185
0525934960,'The Te of Piglet',15,7.266666666666667,7.348054844824315
0140189645,'The Crucible: A Play in Four Acts (Twentieth-Century Classics)',9,7.0,7.20100323474323
0451521293,"'Twelfth Night, Or, What You Will (Signet Classic Shakespeare Series)'",5,8.4,8.068115783518
0385324138,'The Outlandish Companion',9,9.222222222222221,8.73946477320477
0452277507,'Animal Farm: A Fairy Story',4,7.0,7.326630256457749
0140367462,'The Princess and the Goblin (Puffin Classics - the Essential Collection)',4,5.75,6.701630256457749
0764222473,"'The Sacred Shore (Song of Acadia, 2)'",4,8.25,7.951630256457749
0764221760,"'The Meeting Place (Song of Acadia, 1)'",6,8.833333333333334,8.3613042051662
044022425X,'Drums of Autumn',33,8.727272727272727,8.611163298693567
0440217563,'Voyager',43,8.790697674418604,8.693894511737488
0385319959,'Outlander',13,8.307692307692308,8.153708355980118
0446611778,'Last Man Standing',39,7.333333333333333,7.363094001201441
1853260363,'Don Quixote',7,7.142857142857143,7.3284583683329085
0374525188,'Housekeeping',5,7.6,7.623671339073555
0330244078,'Tinker Tailor Soldier Spy',4,8.0,7.826630256457749
0571216420,'Vernon God Little: A 21st Century Comedy in the Presence of Death',17,6.823529411764706,6.981573431031523
0304357278,'E-Tales: The Best & Worst of Internet Humor',5,8.6,8.17922689462911
0671447483,'PIONEER WOMEN',5,9.4,8.623671339073555
0373441762,"'One True Love? (Harlequin Flipside, No. 2)'",6,7.0,7.2613042051662
0373441800,"'Who Needs Decaf? (Harlequin Flipside, No. 6)'",5,7.2,7.4014491168513326
0373250479,'Slightly Settled (Red Dress Ink)',12,7.583333333333333,7.6008151282288745
0312303467,'Bet Me',11,8.727272727272727,8.4408694701108
0670891509,'Marrying the Mistress',5,6.0,6.734782450184666
014023313X,'The Stone Diaries',59,7.47457627118644,7.485921302407333
0425141233,'Winter Prey',26,8.076923076923077,8.0204347350554
0671016776,'Gravity : A Novel of Medical Suspense',23,7.6521739130434785,7.652334890802297
0373250428,'Up & Out (Red Dress Ink)',9,7.777777777777778,7.7394647732047686
0743418700,'Salem Falls',6,8.0,7.861304205166199
0425185508,'Picture Perfect',7,6.285714285714286,6.783003822878364
0140230270,'Harvesting the Heart',5,6.8,7.17922689462911
0525947914,'Just One Look',14,7.857142857142857,7.8118356695367765
0345452593,'Therapy',15,7.4,7.453318002719052
076791404X,'She's Not There : A Life in Two Genders',18,8.0,7.936956456893728
0440225442,'One False Move (Myron Bolitar Mysteries (Paperback))',10,8.0,7.9009315751187135
0375759093,'The Summer They Came : A Novel',6,8.5,8.1613042051662
0590136011,'Twits',7,6.571428571428571,6.964822004696545
0590426869,'Mike's Mystery',5,7.2,7.4014491168513326
0380709562,"'Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))'",18,8.61111111111111,8.436956456893727
0380709600,'Ramona Forever (Ramona Quimby (Paperback))',4,8.25,7.951630256457749
038070952X,'Ramona and Her Mother (Ramona Quimby (Paperback))',9,8.666666666666666,8.354849388589383
0142000396,'The Last Manly Man (Robin Hudson Mysteries (Paperback))',5,7.2,7.4014491168513326
0679730346,'London Fields (Vintage International)',7,7.857142857142857,7.783003822878364
0312204264,'Mr. White's Confession : A Novel',7,8.142857142857142,7.964822004696545
0060275103,'Ella Enchanted (Newbery Honor Book)',5,9.4,8.623671339073555
006001203X,'Dr. Atkins' New Diet Revolution',22,7.409090909090909,7.446655463525461
0375713344,'Geek Love',14,8.857142857142858,8.589613447314555
3596200261,"'Fischer TaschenbÃ?Â¼cher, Bd.26, SchÃ?Â¶ne neue Welt'",9,8.88888888888889,8.50869554243554
0140293450,'About a Boy',13,8.307692307692308,8.153708355980118
037540256X,'A Patchwork Planet',20,7.6,7.608876752152582
0440207622,'Daddy',21,6.809523809523809,6.94452168206648
0671759329,'Darkest Hour (Cutler)',12,7.833333333333333,7.7883151282288745
0399142495,'Small Town Girl',10,8.1,7.972360146547285
0385306059,'Wings',8,6.75,7.0510868376385
0743253973,'A Separate Peace',4,8.5,8.076630256457749
0971614504,'Shade of the Maple',5,8.6,8.17922689462911
006000780X,'Boy Still Missing : A Novel',5,7.8,7.734782450184666
042519549X,'Isle of Palms: A Lowcountry Tale (2004)',5,9.2,8.512560227962442
1400042070,'The Amateur Marriage: A Novel',11,7.454545454545454,7.507536136777466
0375506039,'Open House',54,7.277777777777778,7.303673138821758
0345435028,'What We Keep',32,7.78125,7.767028945879499
0345453816,'Killjoy',30,7.666666666666667,7.665089472107706
0345464958,'The Last Girls (Ballantine Reader's Circle)',8,5.5,6.217753504305167
0743412753,'No Way Out',10,6.6,6.9009315751187135
0553583956,'Safe Harbor',21,7.142857142857143,7.22452168206648
0446612804,'Don't Tell',7,7.714285714285714,7.692094731969272
1401300316,'The Center of Everything',9,8.777777777777779,8.431772465512463
0671729411,'Flowers In The Attic (Dollanganger)',37,8.08108108108108,8.039342489064927
043912042X,'Esperanza Rising',16,7.875,7.830652102583101
8466304630,'Rayuela',5,9.0,8.401449116851332
8434410990,'Etica para Amador (Ariel)',4,6.5,7.076630256457749
0425128458,'Sullivan's Sting',8,7.375,7.467753504305166
0553568701,'Bad Love (Alex Delaware Novels (Paperback))',20,7.7,7.692210085485916
0425129616,'The Mysterious Affair at Styles',4,7.75,7.701630256457749
0688162827,'Tell Me Your Dreams',17,7.294117647058823,7.362525811983905
0060083948,'Tishomingo Blues',20,6.65,6.817210085485916
0849942845,'The Note - A Novel -',12,8.0,7.9133151282288745
2070360024,"'L'Etranger (Collection Folio, 2)'",27,8.185185185185185,8.116549743602
0553213695,'The Metamorphosis (Bantam Classics)',30,7.933333333333334,7.900383589754765
0446344109,'Name of the Rose',4,8.75,8.201630256457749
074320395X,'The Body Artist : A Novel',9,5.666666666666667,6.277926311666308
0316788228,'The Pilot's Wife',50,7.92,7.900241519475221
0192815326,"'Frankenstein: Or, the Modern Prometheus (World's Classics)'",15,8.133333333333333,8.032265371140104
0375421815,'The Crazed: A Novel',7,7.571428571428571,7.601185641060182
0451519841,'1984',18,8.88888888888889,8.664229184166455
006091307X,'The Crying of Lot 49: A Novel (Perennial Fiction Library)',11,6.363636363636363,6.707536136777466
0140067779,'Obasan',26,7.923076923076923,7.887101401722067
0440160677,'Other Side of Midnight',5,6.4,6.957004672406889
0061095869,'Her Own Rules',6,6.833333333333333,7.1613042051662
0345345738,'Women in His Life',4,7.0,7.326630256457749
0441172717,'Dune (Remembering Tomorrow)',75,8.973333333333333,8.906494203185595
8466303316,'La fiesta del chivo',8,8.125,7.967753504305166
0375803483,'Count Karlstein',8,7.0,7.217753504305166
0060956453,'Ordinary Resurrections: Children in the Years of Hope',5,8.0,7.845893561295777
0374266441,'Smilla's Sense of Snow',8,7.125,7.3010868376385
0375506292,'The Seal Wife : A Novel',4,6.75,7.201630256457749
0446342963,'Dreamer's Dictionary',10,7.2,7.329503003690142
0553569902,'Lion's Bride',9,8.11111111111111,7.970234003973999
0553574116,'Wicked Widow',8,7.625,7.634420170971833
3442413508,'Auf Ehre und Gewissen. Roman.',6,6.666666666666667,7.0613042051662
0385479484,'The Short History of a Prince: A Novel',7,6.428571428571429,6.8739129137874535
087923573X,'Swallows and Amazons (Godine Storyteller)',4,7.75,7.701630256457749
1573223328,"'Across the Nightingale Floor (Tales of the Otori, Book One)'",16,8.375,8.2306521025831
0399142614,'The List',9,7.777777777777778,7.7394647732047686
0375703128,'The Road to Mars',6,8.5,8.1613042051662
0345314980,'Berlin Game',4,8.5,8.076630256457749
0380811812,'Aftermath : A Novel of Suspense',5,8.6,8.17922689462911
0451187261,'Matters of Choice',4,6.25,6.951630256457749
0743246071,'The Queen's Fool : A Novel',19,8.473684210526315,8.331001828333129
0743417682,'From a Buick 8',40,7.35,7.3775691375377725
0385507593,'Jennifer Government : A Novel',33,7.848484848484849,7.827379514909784
0345441036,'Black House',50,7.88,7.863204482438185
0553281747,'Mona Lisa Overdrive (Bantam Spectra Book)',20,7.9,7.858876752152584
006109398X,'The Treasure Box',17,6.882352941176471,7.029192478650572
156947012X,'The Liar',5,6.4,6.957004672406889
157322202X,'The Dream of Scipio',12,7.916666666666667,7.8508151282288745
0879516283,"'The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone'",6,7.333333333333333,7.461304205166199
0812571339,"'Crossroads of Twilight (Wheel of Time, Book 10)'",5,6.6,7.0681157835179995
037541200X,'Blood Canticle (The Vampire Chronicles)',9,6.666666666666667,6.970234003974
0380732033,'Night Lives On',6,7.333333333333333,7.461304205166199
0553278274,'A Night to Remember',27,7.851851851851852,7.8262271629568385
